Mod:Item:MetaData, Localized Name
aeadditions:pattern.fluid:0, ME流体模板: 充能油
aeadditions:pattern.fluid:0, ME流体模板: 原油（§b冷§r）
aeadditions:pattern.fluid:0, ME流体模板: 原油（§6热§r）
aeadditions:pattern.fluid:0, ME流体模板: 原油（§c炽热§r）
aeadditions:pattern.fluid:0, ME流体模板: 残渣（§b冷§r）
aeadditions:pattern.fluid:0, ME流体模板: 残渣（§6热§r）
aeadditions:pattern.fluid:0, ME流体模板: 残渣（§c炽热§r）
aeadditions:pattern.fluid:0, ME流体模板: 重油（§b冷§r）
aeadditions:pattern.fluid:0, ME流体模板: 重油（§6热§r）
aeadditions:pattern.fluid:0, ME流体模板: 重油（§c炽热§r）
aeadditions:pattern.fluid:0, ME流体模板: 稠油（§b冷§r）
aeadditions:pattern.fluid:0, ME流体模板: 稠油（§6热§r）
aeadditions:pattern.fluid:0, ME流体模板: 稠油（§c炽热§r）
aeadditions:pattern.fluid:0, ME流体模板: 蒸馏油（§b冷§r）
aeadditions:pattern.fluid:0, ME流体模板: 蒸馏油（§6热§r）
aeadditions:pattern.fluid:0, ME流体模板: 蒸馏油（§c炽热§r）
aeadditions:pattern.fluid:0, ME流体模板: 稠密燃油（§b冷§r）
aeadditions:pattern.fluid:0, ME流体模板: 稠密燃油（§6热§r）
aeadditions:pattern.fluid:0, ME流体模板: 稠密燃油（§c炽热§r）
aeadditions:pattern.fluid:0, ME流体模板: 混合重质燃油（§b冷§r）
aeadditions:pattern.fluid:0, ME流体模板: 混合重质燃油（§6热§r）
aeadditions:pattern.fluid:0, ME流体模板: 混合重质燃油（§c炽热§r）
aeadditions:pattern.fluid:0, ME流体模板: 汽油（§b冷§r）
aeadditions:pattern.fluid:0, ME流体模板: 汽油（§6热§r）
aeadditions:pattern.fluid:0, ME流体模板: 汽油（§c炽热§r）
aeadditions:pattern.fluid:0, ME流体模板: 混合轻质燃油（§b冷§r）
aeadditions:pattern.fluid:0, ME流体模板: 混合轻质燃油（§6热§r）
aeadditions:pattern.fluid:0, ME流体模板: 混合轻质燃油（§c炽热§r）
aeadditions:pattern.fluid:0, ME流体模板: 气态燃油（§b冷§r）
aeadditions:pattern.fluid:0, ME流体模板: 气态燃油（§6热§r）
aeadditions:pattern.fluid:0, ME流体模板: 气态燃油（§c炽热§r）
aeadditions:pattern.fluid:0, ME流体模板: 乙醇
aeadditions:pattern.fluid:0, ME流体模板: 生物质
aeadditions:pattern.fluid:0, ME流体模板: 玻璃
aeadditions:pattern.fluid:0, ME流体模板: 蜂蜜
aeadditions:pattern.fluid:0, ME流体模板: 碎冰
aeadditions:pattern.fluid:0, ME流体模板: 果汁
aeadditions:pattern.fluid:0, ME流体模板: 牛奶
aeadditions:pattern.fluid:0, ME流体模板: 种子油
aeadditions:pattern.fluid:0, ME流体模板: 蜂蜜酒
aeadditions:pattern.fluid:0, ME流体模板: 液态魔力
aeadditions:pattern.fluid:0, ME流体模板: 铝
aeadditions:pattern.fluid:0, ME流体模板: 镅
aeadditions:pattern.fluid:0, ME流体模板: 锑
aeadditions:pattern.fluid:0, ME流体模板: 氩
aeadditions:pattern.fluid:0, ME流体模板: 氩等离子体
aeadditions:pattern.fluid:0, ME流体模板: 砷
aeadditions:pattern.fluid:0, ME流体模板: 铍
aeadditions:pattern.fluid:0, ME流体模板: 铋
aeadditions:pattern.fluid:0, ME流体模板: 碳
aeadditions:pattern.fluid:0, ME流体模板: 铈
aeadditions:pattern.fluid:0, ME流体模板: 铬
aeadditions:pattern.fluid:0, ME流体模板: 钴
aeadditions:pattern.fluid:0, ME流体模板: 铜
aeadditions:pattern.fluid:0, ME流体模板: 
aeadditions:pattern.fluid:0, ME流体模板: 氘
aeadditions:pattern.fluid:0, ME流体模板: 铕
aeadditions:pattern.fluid:0, ME流体模板: 氟
aeadditions:pattern.fluid:0, ME流体模板: 镓
aeadditions:pattern.fluid:0, ME流体模板: 金
aeadditions:pattern.fluid:0, ME流体模板: 氦
aeadditions:pattern.fluid:0, ME流体模板: 氦等离子体
aeadditions:pattern.fluid:0, ME流体模板: 氦-3
aeadditions:pattern.fluid:0, ME流体模板: 铟
aeadditions:pattern.fluid:0, ME流体模板: 铱
aeadditions:pattern.fluid:0, ME流体模板: 铁
aeadditions:pattern.fluid:0, ME流体模板: 铁等离子体
aeadditions:pattern.fluid:0, ME流体模板: 氪
aeadditions:pattern.fluid:0, ME流体模板: 镧
aeadditions:pattern.fluid:0, ME流体模板: 铅
aeadditions:pattern.fluid:0, ME流体模板: 锂
aeadditions:pattern.fluid:0, ME流体模板: 镥
aeadditions:pattern.fluid:0, ME流体模板: 镁
aeadditions:pattern.fluid:0, ME流体模板: 锰
aeadditions:pattern.fluid:0, ME流体模板: 汞
aeadditions:pattern.fluid:0, ME流体模板: 钼
aeadditions:pattern.fluid:0, ME流体模板: 钕
aeadditions:pattern.fluid:0, ME流体模板: 氖
aeadditions:pattern.fluid:0, ME流体模板: 镍
aeadditions:pattern.fluid:0, ME流体模板: 镍等离子体
aeadditions:pattern.fluid:0, ME流体模板: 铌
aeadditions:pattern.fluid:0, ME流体模板: 氮
aeadditions:pattern.fluid:0, ME流体模板: 氮等离子体
aeadditions:pattern.fluid:0, ME流体模板: 锇
aeadditions:pattern.fluid:0, ME流体模板: 氧等离子体
aeadditions:pattern.fluid:0, ME流体模板: 钯
aeadditions:pattern.fluid:0, ME流体模板: 铂
aeadditions:pattern.fluid:0, ME流体模板: 钚-244
aeadditions:pattern.fluid:0, ME流体模板: 钚 241
aeadditions:pattern.fluid:0, ME流体模板: 钾
aeadditions:pattern.fluid:0, ME流体模板: 氡
aeadditions:pattern.fluid:0, ME流体模板: 铑
aeadditions:pattern.fluid:0, ME流体模板: 钌
aeadditions:pattern.fluid:0, ME流体模板: 钐
aeadditions:pattern.fluid:0, ME流体模板: 硅
aeadditions:pattern.fluid:0, ME流体模板: 银
aeadditions:pattern.fluid:0, ME流体模板: 钽
aeadditions:pattern.fluid:0, ME流体模板: 钍
aeadditions:pattern.fluid:0, ME流体模板: 锡
aeadditions:pattern.fluid:0, ME流体模板: 钛
aeadditions:pattern.fluid:0, ME流体模板: 氚
aeadditions:pattern.fluid:0, ME流体模板: 钨
aeadditions:pattern.fluid:0, ME流体模板: 铀-238
aeadditions:pattern.fluid:0, ME流体模板: 铀 235
aeadditions:pattern.fluid:0, ME流体模板: 钒
aeadditions:pattern.fluid:0, ME流体模板: 氙
aeadditions:pattern.fluid:0, ME流体模板: 钇
aeadditions:pattern.fluid:0, ME流体模板: 锌
aeadditions:pattern.fluid:0, ME流体模板: 硅岩
aeadditions:pattern.fluid:0, ME流体模板: 富集硅岩
aeadditions:pattern.fluid:0, ME流体模板: 超能硅岩
aeadditions:pattern.fluid:0, ME流体模板: 中子素
aeadditions:pattern.fluid:0, ME流体模板: 三钛合金
aeadditions:pattern.fluid:0, ME流体模板: 铿铀
aeadditions:pattern.fluid:0, ME流体模板: 凯金
aeadditions:pattern.fluid:0, ME流体模板: 退火铜
aeadditions:pattern.fluid:0, ME流体模板: 电池合金
aeadditions:pattern.fluid:0, ME流体模板: 黄铜
aeadditions:pattern.fluid:0, ME流体模板: 青铜
aeadditions:pattern.fluid:0, ME流体模板: 液氧
aeadditions:pattern.fluid:0, ME流体模板: 白铜
aeadditions:pattern.fluid:0, ME流体模板: 琥珀金
aeadditions:pattern.fluid:0, ME流体模板: 殷钢
aeadditions:pattern.fluid:0, ME流体模板: 坎塔尔合金
aeadditions:pattern.fluid:0, ME流体模板: 镁铝合金
aeadditions:pattern.fluid:0, ME流体模板: 镍铬合金
aeadditions:pattern.fluid:0, ME流体模板: 氮化铌
aeadditions:pattern.fluid:0, ME流体模板: 铌钛合金
aeadditions:pattern.fluid:0, ME流体模板: 标准纯银
aeadditions:pattern.fluid:0, ME流体模板: 玫瑰金
aeadditions:pattern.fluid:0, ME流体模板: 黑青铜
aeadditions:pattern.fluid:0, ME流体模板: 铋青铜
aeadditions:pattern.fluid:0, ME流体模板: 钌铱合金
aeadditions:pattern.fluid:0, ME流体模板: 焊锡
aeadditions:pattern.fluid:0, ME流体模板: 不锈钢
aeadditions:pattern.fluid:0, ME流体模板: 钢
aeadditions:pattern.fluid:0, ME流体模板: 锡铁合金
aeadditions:pattern.fluid:0, ME流体模板: 哈氏合金
aeadditions:pattern.fluid:0, ME流体模板: 钒镓合金
aeadditions:pattern.fluid:0, ME流体模板: 锻铁
aeadditions:pattern.fluid:0, ME流体模板: 钇钡铜氧合金
aeadditions:pattern.fluid:0, ME流体模板: 铱锇合金
aeadditions:pattern.fluid:0, ME流体模板: 砷化镓
aeadditions:pattern.fluid:0, ME流体模板: 磷化铟镓
aeadditions:pattern.fluid:0, ME流体模板: 镍锌铁氧体
aeadditions:pattern.fluid:0, ME流体模板: 过硫酸钠
aeadditions:pattern.fluid:0, ME流体模板: 碳化钨
aeadditions:pattern.fluid:0, ME流体模板: 二氧化碳
aeadditions:pattern.fluid:0, ME流体模板: 四氯化钛
aeadditions:pattern.fluid:0, ME流体模板: 二氧化氮
aeadditions:pattern.fluid:0, ME流体模板: 硫化氢
aeadditions:pattern.fluid:0, ME流体模板: 磷酸
aeadditions:pattern.fluid:0, ME流体模板: 三氧化硫
aeadditions:pattern.fluid:0, ME流体模板: 二氧化硫
aeadditions:pattern.fluid:0, ME流体模板: 一氧化碳
aeadditions:pattern.fluid:0, ME流体模板: 次氯酸
aeadditions:pattern.fluid:0, ME流体模板: 一氧化氮
aeadditions:pattern.fluid:0, ME流体模板: 三氯化铁
aeadditions:pattern.fluid:0, ME流体模板: 六氟化铀
aeadditions:pattern.fluid:0, ME流体模板: 浓缩六氟化铀
aeadditions:pattern.fluid:0, ME流体模板: 枯竭的六氟化铀
aeadditions:pattern.fluid:0, ME流体模板: 一氧化二氮
aeadditions:pattern.fluid:0, ME流体模板: 盐酸
aeadditions:pattern.fluid:0, ME流体模板: 蒸汽
aeadditions:pattern.fluid:0, ME流体模板: 蒸馏水
aeadditions:pattern.fluid:0, ME流体模板: 钾钠合金
aeadditions:pattern.fluid:0, ME流体模板: 磷化锰
aeadditions:pattern.fluid:0, ME流体模板: 二硼化镁
aeadditions:pattern.fluid:0, ME流体模板: 汞钡铜酸钙
aeadditions:pattern.fluid:0, ME流体模板: 三铂化铀
aeadditions:pattern.fluid:0, ME流体模板: 氧化钐铁砷合金
aeadditions:pattern.fluid:0, ME流体模板: 铟锡钡钛铜合金
aeadditions:pattern.fluid:0, ME流体模板: 铀铑硅岩合金
aeadditions:pattern.fluid:0, ME流体模板: 富集硅岩三元铕铿铀合金
aeadditions:pattern.fluid:0, ME流体模板: 钌三元镅中子素合金
aeadditions:pattern.fluid:0, ME流体模板: 硫酸铑
aeadditions:pattern.fluid:0, ME流体模板: 氟锑酸
aeadditions:pattern.fluid:0, ME流体模板: 硅胶
aeadditions:pattern.fluid:0, ME流体模板: 硝基苯
aeadditions:pattern.fluid:0, ME流体模板: 丁苯橡胶
aeadditions:pattern.fluid:0, ME流体模板: 聚乙酸乙烯酯
aeadditions:pattern.fluid:0, ME流体模板: 纤维强化的环氧树脂
aeadditions:pattern.fluid:0, ME流体模板: 聚氯乙烯
aeadditions:pattern.fluid:0, ME流体模板: 聚苯硫醚
aeadditions:pattern.fluid:0, ME流体模板: 硝化甘油
aeadditions:pattern.fluid:0, ME流体模板: 聚苯并咪唑
aeadditions:pattern.fluid:0, ME流体模板: 聚乙烯
aeadditions:pattern.fluid:0, ME流体模板: 环氧树脂
aeadditions:pattern.fluid:0, ME流体模板: 聚己内酰胺
aeadditions:pattern.fluid:0, ME流体模板: 聚四氟乙烯
aeadditions:pattern.fluid:0, ME流体模板: 甲烷
aeadditions:pattern.fluid:0, ME流体模板: 环氧氯丙烷
aeadditions:pattern.fluid:0, ME流体模板: 氯胺
aeadditions:pattern.fluid:0, ME流体模板: 氯仿
aeadditions:pattern.fluid:0, ME流体模板: 异丙苯
aeadditions:pattern.fluid:0, ME流体模板: 四氟乙烯
aeadditions:pattern.fluid:0, ME流体模板: 氯甲烷
aeadditions:pattern.fluid:0, ME流体模板: 烯丙基氯
aeadditions:pattern.fluid:0, ME流体模板: 异戊二烯
aeadditions:pattern.fluid:0, ME流体模板: 丙烷
aeadditions:pattern.fluid:0, ME流体模板: 丙烯
aeadditions:pattern.fluid:0, ME流体模板: 乙烷
aeadditions:pattern.fluid:0, ME流体模板: 丁烯
aeadditions:pattern.fluid:0, ME流体模板: 丁烷
aeadditions:pattern.fluid:0, ME流体模板: 溶解态醋酸钙
aeadditions:pattern.fluid:0, ME流体模板: 乙酸乙烯酯
aeadditions:pattern.fluid:0, ME流体模板: 乙酸甲酯
aeadditions:pattern.fluid:0, ME流体模板: 乙烯酮
aeadditions:pattern.fluid:0, ME流体模板: 四硝基甲烷
aeadditions:pattern.fluid:0, ME流体模板: 二甲胺
aeadditions:pattern.fluid:0, ME流体模板: 1,1-二甲基肼
aeadditions:pattern.fluid:0, ME流体模板: 四氧化二氮
aeadditions:pattern.fluid:0, ME流体模板: 二甲基氯硅烷
aeadditions:pattern.fluid:0, ME流体模板: 苯乙烯
aeadditions:pattern.fluid:0, ME流体模板: 丁二烯
aeadditions:pattern.fluid:0, ME流体模板: 对二氯苯
aeadditions:pattern.fluid:0, ME流体模板: 乙酸
aeadditions:pattern.fluid:0, ME流体模板: 苯酚
aeadditions:pattern.fluid:0, ME流体模板: 双酚A
aeadditions:pattern.fluid:0, ME流体模板: 氯乙烯
aeadditions:pattern.fluid:0, ME流体模板: 乙烯
aeadditions:pattern.fluid:0, ME流体模板: 苯
aeadditions:pattern.fluid:0, ME流体模板: 丙酮
aeadditions:pattern.fluid:0, ME流体模板: 甘油
aeadditions:pattern.fluid:0, ME流体模板: 甲苯
aeadditions:pattern.fluid:0, ME流体模板: 间苯二甲酸二苯酯
aeadditions:pattern.fluid:0, ME流体模板: 邻苯二甲酸
aeadditions:pattern.fluid:0, ME流体模板: 二甲苯
aeadditions:pattern.fluid:0, ME流体模板: 二氨基联苯胺
aeadditions:pattern.fluid:0, ME流体模板: 二氯联苯胺
aeadditions:pattern.fluid:0, ME流体模板: 硝基氯苯
aeadditions:pattern.fluid:0, ME流体模板: 氯苯
aeadditions:pattern.fluid:0, ME流体模板: 辛烷
aeadditions:pattern.fluid:0, ME流体模板: 乙基叔丁基醚
aeadditions:pattern.fluid:0, ME流体模板: 乙苯
aeadditions:pattern.fluid:0, ME流体模板: 萘
aeadditions:pattern.fluid:0, ME流体模板: 橡胶
aeadditions:pattern.fluid:0, ME流体模板: 环已烷
aeadditions:pattern.fluid:0, ME流体模板: 亚硝基氯化物
aeadditions:pattern.fluid:0, ME流体模板: 丁醛
aeadditions:pattern.fluid:0, ME流体模板: 聚乙烯丁醛
aeadditions:pattern.fluid:0, ME流体模板: 木炭气
aeadditions:pattern.fluid:0, ME流体模板: 木醋酸
aeadditions:pattern.fluid:0, ME流体模板: 木焦油
aeadditions:pattern.fluid:0, ME流体模板: 木炭副产物
aeadditions:pattern.fluid:0, ME流体模板: 生物柴油
aeadditions:pattern.fluid:0, ME流体模板: 发酵生物质
aeadditions:pattern.fluid:0, ME流体模板: 柴油
aeadditions:pattern.fluid:0, ME流体模板: 火箭燃料
aeadditions:pattern.fluid:0, ME流体模板: 胶水
aeadditions:pattern.fluid:0, ME流体模板: 润滑油
aeadditions:pattern.fluid:0, ME流体模板: 麦高芬 239
aeadditions:pattern.fluid:0, ME流体模板: 铟富集溶液
aeadditions:pattern.fluid:0, ME流体模板: 钻井液
aeadditions:pattern.fluid:0, ME流体模板: 建筑泡沫
aeadditions:pattern.fluid:0, ME流体模板: 含硫重燃油
aeadditions:pattern.fluid:0, ME流体模板: 重燃油
aeadditions:pattern.fluid:0, ME流体模板: 轻度氢裂化重燃油
aeadditions:pattern.fluid:0, ME流体模板: 重度氢裂化重燃油
aeadditions:pattern.fluid:0, ME流体模板: 轻度蒸汽裂化重燃油
aeadditions:pattern.fluid:0, ME流体模板: 重度蒸汽裂化重燃油
aeadditions:pattern.fluid:0, ME流体模板: 含硫轻燃油
aeadditions:pattern.fluid:0, ME流体模板: 轻燃油
aeadditions:pattern.fluid:0, ME流体模板: 轻度氢裂化轻燃油
aeadditions:pattern.fluid:0, ME流体模板: 重度氢裂化轻燃油
aeadditions:pattern.fluid:0, ME流体模板: 轻度蒸汽裂化轻燃油
aeadditions:pattern.fluid:0, ME流体模板: 重度蒸汽裂化轻燃油
aeadditions:pattern.fluid:0, ME流体模板: 含硫石脑油
aeadditions:pattern.fluid:0, ME流体模板: 石脑油
aeadditions:pattern.fluid:0, ME流体模板: 轻度氢裂化石脑油
aeadditions:pattern.fluid:0, ME流体模板: 重度氢裂化石脑油
aeadditions:pattern.fluid:0, ME流体模板: 轻度蒸汽裂化石脑油
aeadditions:pattern.fluid:0, ME流体模板: 重度蒸汽裂化石脑油
aeadditions:pattern.fluid:0, ME流体模板: 含硫炼油气
aeadditions:pattern.fluid:0, ME流体模板: 炼油气
aeadditions:pattern.fluid:0, ME流体模板: 轻度氢裂化炼油气
aeadditions:pattern.fluid:0, ME流体模板: 重度氢裂化炼油气
aeadditions:pattern.fluid:0, ME流体模板: 轻度蒸汽裂化炼油气
aeadditions:pattern.fluid:0, ME流体模板: 重度蒸汽裂化炼油气
aeadditions:pattern.fluid:0, ME流体模板: 加氢裂解乙烷
aeadditions:pattern.fluid:0, ME流体模板: 加氢裂解乙烯
aeadditions:pattern.fluid:0, ME流体模板: 加氢裂解丙烯
aeadditions:pattern.fluid:0, ME流体模板: 加氢裂解丙烷
aeadditions:pattern.fluid:0, ME流体模板: 加氢裂解丁烷
aeadditions:pattern.fluid:0, ME流体模板: 加氢裂解丁烯
aeadditions:pattern.fluid:0, ME流体模板: 加氢裂解丁二烯
aeadditions:pattern.fluid:0, ME流体模板: 蒸汽裂解乙烷
aeadditions:pattern.fluid:0, ME流体模板: 蒸汽裂解乙烯
aeadditions:pattern.fluid:0, ME流体模板: 蒸汽裂解丙烯
aeadditions:pattern.fluid:0, ME流体模板: 蒸汽裂解丙烷
aeadditions:pattern.fluid:0, ME流体模板: 蒸汽裂解丁烷
aeadditions:pattern.fluid:0, ME流体模板: 蒸汽裂解丁烯
aeadditions:pattern.fluid:0, ME流体模板: 蒸汽裂解丁二烯
aeadditions:pattern.fluid:0, ME流体模板: 液化石油气
aeadditions:pattern.fluid:0, ME流体模板: 培养基原液
aeadditions:pattern.fluid:0, ME流体模板: 无菌培养基
aeadditions:pattern.fluid:0, ME流体模板: 原油
aeadditions:pattern.fluid:0, ME流体模板: 轻油
aeadditions:pattern.fluid:0, ME流体模板: 天然气
aeadditions:pattern.fluid:0, ME流体模板: 细菌
aeadditions:pattern.fluid:0, ME流体模板: 菌泥
aeadditions:pattern.fluid:0, ME流体模板: 浓缩菌泥
aeadditions:pattern.fluid:0, ME流体模板: 诱变剂
aeadditions:pattern.fluid:0, ME流体模板: 胶状诱变剂
aeadditions:pattern.fluid:0, ME流体模板: 粗汽油
aeadditions:pattern.fluid:0, ME流体模板: 汽油
aeadditions:pattern.fluid:0, ME流体模板: 高辛烷值汽油
aeadditions:pattern.fluid:0, ME流体模板: 煤气
aeadditions:pattern.fluid:0, ME流体模板: 煤焦
aeadditions:pattern.fluid:0, ME流体模板: 荧石
aeadditions:pattern.fluid:0, ME流体模板: 高十六烷值柴油
aeadditions:pattern.fluid:0, ME流体模板: 鱼油
aeadditions:pattern.fluid:0, ME流体模板: 红宝石矿浆
aeadditions:pattern.fluid:0, ME流体模板: 蓝宝石矿浆
aeadditions:pattern.fluid:0, ME流体模板: 绿色蓝宝石矿浆
aeadditions:pattern.fluid:0, ME流体模板: 黑色化学染料
aeadditions:pattern.fluid:0, ME流体模板: 红色化学染料
aeadditions:pattern.fluid:0, ME流体模板: 绿色化学染料
aeadditions:pattern.fluid:0, ME流体模板: 棕色化学染料
aeadditions:pattern.fluid:0, ME流体模板: 蓝色化学染料
aeadditions:pattern.fluid:0, ME流体模板: 紫色化学染料
aeadditions:pattern.fluid:0, ME流体模板: 青色化学染料
aeadditions:pattern.fluid:0, ME流体模板: 淡灰色化学染料
aeadditions:pattern.fluid:0, ME流体模板: 灰色化学染料
aeadditions:pattern.fluid:0, ME流体模板: 粉红色化学染料
aeadditions:pattern.fluid:0, ME流体模板: 黄绿色化学染料
aeadditions:pattern.fluid:0, ME流体模板: 黄色化学染料
aeadditions:pattern.fluid:0, ME流体模板: 淡蓝色化学染料
aeadditions:pattern.fluid:0, ME流体模板: 品红色化学染料
aeadditions:pattern.fluid:0, ME流体模板: 橙色化学染料
aeadditions:pattern.fluid:0, ME流体模板: 白色化学染料
